ID,SMILES_chiral,SMILES_no_chiral,Target_1,pIC50_1,Target_category,Dataset,pEC50,Target_2,pIC50_2
CHEMBL3613335,O=C(NCCN)c1ccc(OC2C3CC4(C(=O)O)CC2CC(C4)C3)cc1,O=C(NCCN)c1ccc(OC2C3CC4(C(=O)O)CC2CC(C4)C3)cc1,Diacylglycerol acyltransferase (DGAT),4.3010302,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3613334,O=C(OC(C)(C)C)NCCNC(=O)c1ccc(OC2C3CC4(C(=O)O)CC2CC(C4)C3)cc1,O=C(OC(C)(C)C)NCCNC(=O)c1ccc(OC2C3CC4(C(=O)O)CC2CC(C4)C3)cc1,Diacylglycerol acyltransferase (DGAT),6.2684112,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3736092,Clc1c(Cl)cccc1NC(=O)NCc1c2c(c(-c3cc(OC)ccc3)cc1)ccnc2,Clc1c(Cl)cccc1NC(=O)NCc1c2c(c(-c3cc(OC)ccc3)cc1)ccnc2,Diacylglycerol acyltransferase (DGAT),5,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3734797,FC(F)(F)Oc1cc(-c2c3c(c(CNC(=O)C4C(c5onc(C)n5)C4)cc2)CN(C(=O)NC(C)(C)C)CC3)ccc1,FC(F)(F)Oc1cc(-c2c3c(c(CNC(=O)C4C(c5onc(C)n5)C4)cc2)CN(C(=O)NC(C)(C)C)CC3)ccc1,Diacylglycerol acyltransferase (DGAT),5,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3740753,O=C(O)CC1CCC(c2ccc(C(=O)N=C3SC(COC4CCCC4)=NN3)cc2)CC1,O=C(O)CC1CCC(c2ccc(C(=O)N=C3SC(COC4CCCC4)=NN3)cc2)CC1,Diacylglycerol acyltransferase (DGAT),7.4202166,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3741427,O=C(O)CC1CCC(c2ccc(C(=O)N=C3SC(CCC4OCCC4)=NN3)cc2)CC1,O=C(O)CC1CCC(c2ccc(C(=O)N=C3SC(CCC4OCCC4)=NN3)cc2)CC1,Diacylglycerol acyltransferase (DGAT),6.8416376,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3741457,O=C(O)CC1CCC(c2ccc(C(=O)N=C3SC(CCC4COCC4)=NN3)cc2)CC1,O=C(O)CC1CCC(c2ccc(C(=O)N=C3SC(CCC4COCC4)=NN3)cc2)CC1,Diacylglycerol acyltransferase (DGAT),6.6326442,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3741569,O=C(N=C1SC(Cc2ccccc2)=NN1)c1ccc(OC2CCC(C(=O)O)CC2)cc1,O=C(N=C1SC(Cc2ccccc2)=NN1)c1ccc(OC2CCC(C(=O)O)CC2)cc1,Diacylglycerol acyltransferase (DGAT),7.7958798,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3740040,O=C(N=C1SC(Cc2ccccc2)=NN1)c1ccc(OC2CCC(C(=O)O)CC2)cc1,O=C(N=C1SC(Cc2ccccc2)=NN1)c1ccc(OC2CCC(C(=O)O)CC2)cc1,Diacylglycerol acyltransferase (DGAT),6.5528421,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3741095,Fc1cc(F)cc(CC=2SC(=NC(=O)c3ccc(OC4CCC(C(=O)O)CC4)cc3)NN=2)c1,Fc1cc(F)cc(CC=2SC(=NC(=O)c3ccc(OC4CCC(C(=O)O)CC4)cc3)NN=2)c1,Diacylglycerol acyltransferase (DGAT),7.9586072,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3741896,Fc1cc(F)cc(CC=2SC(=NC(=O)c3ccc(OC4CCC(C(=O)O)CC4)cc3)NN=2)c1,Fc1cc(F)cc(CC=2SC(=NC(=O)c3ccc(OC4CCC(C(=O)O)CC4)cc3)NN=2)c1,Diacylglycerol acyltransferase (DGAT),6.7958798,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3741333,O=C(N=C1SC(COC2CCCC2)=NN1)c1ccc(OC2CCC(C(=O)O)CC2)cc1,O=C(N=C1SC(COC2CCCC2)=NN1)c1ccc(OC2CCC(C(=O)O)CC2)cc1,Diacylglycerol acyltransferase (DGAT),7.9208188,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3741723,O=C(N=C1SC(Cc2ccccc2)=NN1)c1cnc(OC2CCC(C(=O)O)CC2)cc1,O=C(N=C1SC(Cc2ccccc2)=NN1)c1cnc(OC2CCC(C(=O)O)CC2)cc1,Diacylglycerol acyltransferase (DGAT),7.3467875,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3741943,Clc1cc(CC=2SC(=NC(=O)c3cnc(OC4CCC(C(=O)O)CC4)cc3)NN=2)ccc1,Clc1cc(CC=2SC(=NC(=O)c3cnc(OC4CCC(C(=O)O)CC4)cc3)NN=2)ccc1,Diacylglycerol acyltransferase (DGAT),7.2596374,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3739742,O=C(N=C1SC(=NC2CCCC2)NN1)c1ccc(OC2CCC(C(=O)O)CC2)cc1,O=C(N=C1SC(=NC2CCCC2)NN1)c1ccc(OC2CCC(C(=O)O)CC2)cc1,Diacylglycerol acyltransferase (DGAT),7.6575775,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3741505,O=C(N=C1SC(=Nc2ccccc2)NN1)c1ccc(OC2CCC(C(=O)O)CC2)cc1,O=C(N=C1SC(=Nc2ccccc2)NN1)c1ccc(OC2CCC(C(=O)O)CC2)cc1,Diacylglycerol acyltransferase (DGAT),8.3979397,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3741500,Fc1ccc(CC=2OC(=NC(=O)c3ccc(C4CCC(CC(=O)O)CC4)cc3)NN=2)cc1,Fc1ccc(CC=2OC(=NC(=O)c3ccc(C4CCC(CC(=O)O)CC4)cc3)NN=2)cc1,Diacylglycerol acyltransferase (DGAT),5.8569851,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3741082,O=C(O)CC1CCC(c2ccc(C(=O)N=C3N=C(Cc4ccccc4)ON3)cc2)CC1,O=C(O)CC1CCC(c2ccc(C(=O)N=C3N=C(Cc4ccccc4)ON3)cc2)CC1,Diacylglycerol acyltransferase (DGAT),6.5436339,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3740823,O=C(O)CC1CCC(c2ccc(C(=O)N=C3ON=C(Cc4ccccc4)N3)cc2)CC1,O=C(O)CC1CCC(c2ccc(C(=O)N=C3ON=C(Cc4ccccc4)N3)cc2)CC1,Diacylglycerol acyltransferase (DGAT),6.5968795,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3740607,O=C(N=C1ON=C(Cc2ccccc2)N1)c1ccc(OC2CCC(C(=O)O)CC2)cc1,O=C(N=C1ON=C(Cc2ccccc2)N1)c1ccc(OC2CCC(C(=O)O)CC2)cc1,Diacylglycerol acyltransferase (DGAT),7.2441254,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3741016,Fc1cc(F)cc(CC2=NOC(=NC(=O)c3ccc(OC4CCC(C(=O)O)CC4)cc3)N2)c1,Fc1cc(F)cc(CC2=NOC(=NC(=O)c3ccc(OC4CCC(C(=O)O)CC4)cc3)N2)c1,Diacylglycerol acyltransferase (DGAT),6.9208188,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3742009,O=C(N)CC1CCC(c2ccc(C(=O)N=C3SC(Cc4ccccc4)=NN3)cc2)CC1,O=C(N)CC1CCC(c2ccc(C(=O)N=C3SC(Cc4ccccc4)=NN3)cc2)CC1,Diacylglycerol acyltransferase (DGAT),7.318759,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3742053,O=C(NCC(O)(C)C)CC1CCC(c2ccc(C(=O)N=C3SC(Cc4ccccc4)=NN3)cc2)CC1,O=C(NCC(O)(C)C)CC1CCC(c2ccc(C(=O)N=C3SC(Cc4ccccc4)=NN3)cc2)CC1,Diacylglycerol acyltransferase (DGAT),7.036212,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3741306,O=C(NCC(O)CO)CC1CCC(c2ccc(C(=O)N=C3SC(Cc4ccccc4)=NN3)cc2)CC1,O=C(NCC(O)CO)CC1CCC(c2ccc(C(=O)N=C3SC(Cc4ccccc4)=NN3)cc2)CC1,Diacylglycerol acyltransferase (DGAT),7.0915151,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3740571,O=C(NCCOC)CC1CCC(c2ccc(C(=O)N=C3SC(Cc4ccccc4)=NN3)cc2)CC1,O=C(NCCOC)CC1CCC(c2ccc(C(=O)N=C3SC(Cc4ccccc4)=NN3)cc2)CC1,Diacylglycerol acyltransferase (DGAT),7.0555172,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3742222,O=C(NCCN1CCOCC1)CC1CCC(c2ccc(C(=O)N=C3SC(Cc4ccccc4)=NN3)cc2)CC1,O=C(NCCN1CCOCC1)CC1CCC(c2ccc(C(=O)N=C3SC(Cc4ccccc4)=NN3)cc2)CC1,Diacylglycerol acyltransferase (DGAT),6.91364,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3741542,O=C(NCCN(C)C)CC1CCC(c2ccc(C(=O)N=C3SC(Cc4ccccc4)=NN3)cc2)CC1,O=C(NCCN(C)C)CC1CCC(c2ccc(C(=O)N=C3SC(Cc4ccccc4)=NN3)cc2)CC1,Diacylglycerol acyltransferase (DGAT),6.5543957,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3758618,O=C(OC(C(=O)NC1(C(=O)NC(C(=O)OC(C)(C)C)CCc2ccccc2)CCCC1)CC(C)C)C(C)(C)C,O=C(OC(C(=O)NC1(C(=O)NC(C(=O)OC(C)(C)C)CCc2ccccc2)CCCC1)CC(C)C)C(C)(C)C,Diacylglycerol acyltransferase (DGAT),8.1549015,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3759363,O=C(OC(C(=O)NC1(C(=O)NC(CCc2ccccc2)c2onc(C3CC3)n2)CCCC1)CC(C)C)C(C)(C)C,O=C(OC(C(=O)NC1(C(=O)NC(CCc2ccccc2)c2onc(C3CC3)n2)CCCC1)CC(C)C)C(C)(C)C,Diacylglycerol acyltransferase (DGAT),7.9586072,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3759790,O=C(NC1(C(=O)N[C@](COCC)CCc2ccccc2)CCCC1)CC1C2CC3CC1CC(C2)C3,O=C(NC1(C(=O)NC(COCC)CCc2ccccc2)CCCC1)CC1C2CC3CC1CC(C2)C3,Diacylglycerol acyltransferase (DGAT),7.5686364,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3759264,S(=O)(=O)(N[C@](COCC)CCc1ccccc1)c1cc(NC(=O)C(OC(=O)C(C)(C)C)CC(C)C)ccc1,S(=O)(=O)(NC(COCC)CCc1ccccc1)c1cc(NC(=O)C(OC(=O)C(C)(C)C)CC(C)C)ccc1,Diacylglycerol acyltransferase (DGAT),5,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3759291,Fc1ccc(N2C(C(C)(C)C)=NC(=NC(=O)C(NC(=O)C3(C)CC3)(C)C)N2)cc1,Fc1ccc(N2C(C(C)(C)C)=NC(=NC(=O)C(NC(=O)C3(C)CC3)(C)C)N2)cc1,Diacylglycerol acyltransferase (DGAT),5,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3759017,FC(F)(F)C1(C(=O)NC(C(=O)N=C2N=C(C(C)(C)C)N(c3ccc(F)cc3)N2)(C)C)CC1,FC(F)(F)C1(C(=O)NC(C(=O)N=C2N=C(C(C)(C)C)N(c3ccc(F)cc3)N2)(C)C)CC1,Diacylglycerol acyltransferase (DGAT),5.318759,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3758531,Fc1ccc(C(=O)NC(C(=O)N=C2N=C(C(C)(C)C)N(c3ccc(F)cc3)N2)(C)C)cc1,Fc1ccc(C(=O)NC(C(=O)N=C2N=C(C(C)(C)C)N(c3ccc(F)cc3)N2)(C)C)cc1,Diacylglycerol acyltransferase (DGAT),5.4559321,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3758551,FC(F)(F)C1(C(=O)NC(C(=O)N=C2N=C(C(C)(C)c3ccc(F)cc3)N(c3ccc(F)cc3)N2)(C)C)CC1,FC(F)(F)C1(C(=O)NC(C(=O)N=C2N=C(C(C)(C)c3ccc(F)cc3)N(c3ccc(F)cc3)N2)(C)C)CC1,Diacylglycerol acyltransferase (DGAT),5.8538718,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3759584,FC(F)(F)C1(C(=O)NC(C(=O)N=C2N=C(N(c3ccc(F)cc3)N2)c2ccc(F)cc2)(C)C)CC1,FC(F)(F)C1(C(=O)NC(C(=O)N=C2N=C(N(c3ccc(F)cc3)N2)c2ccc(F)cc2)(C)C)CC1,Diacylglycerol acyltransferase (DGAT),6.1191864,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3759471,FC(F)(F)C1(C(=O)NC(C(=O)N=C2N=C(N(c3c(C)cc(F)cc3)N2)c2ccc(F)cc2)(C)C)CC1,FC(F)(F)C1(C(=O)NC(C(=O)N=C2N=C(N(c3c(C)cc(F)cc3)N2)c2ccc(F)cc2)(C)C)CC1,Diacylglycerol acyltransferase (DGAT),7.2076082,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3670335,O=C(Nc1ccccc1)N1c2c(OCC1)cc(-c1cnc(OC3CCC(C(=O)O)CC3)cc1)cc2,O=C(Nc1ccccc1)N1c2c(OCC1)cc(-c1cnc(OC3CCC(C(=O)O)CC3)cc1)cc2,Diacylglycerol acyltransferase (DGAT),7.221849,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3670336,O=C(Nc1ccccc1)N1c2c(OC(C)C1)cc(-c1cnc(OC3CCC(C(=O)O)CC3)cc1)cc2,O=C(Nc1ccccc1)N1c2c(OC(C)C1)cc(-c1cnc(OC3CCC(C(=O)O)CC3)cc1)cc2,Diacylglycerol acyltransferase (DGAT),6.8068752,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3670337,O=C(Nc1ccccc1)N1c2c(OC(CC)C1)cc(-c1cnc(OC3CCC(C(=O)O)CC3)cc1)cc2,O=C(Nc1ccccc1)N1c2c(OC(CC)C1)cc(-c1cnc(OC3CCC(C(=O)O)CC3)cc1)cc2,Diacylglycerol acyltransferase (DGAT),7.4436975,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3670338,O=C(Nc1c(CC)cccc1)N1c2c(OCC1)cc(-c1cnc(OC3CCC(C(=O)O)CC3)cc1)cc2,O=C(Nc1c(CC)cccc1)N1c2c(OCC1)cc(-c1cnc(OC3CCC(C(=O)O)CC3)cc1)cc2,Diacylglycerol acyltransferase (DGAT),7.1739254,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3670339,FC(F)(F)c1c(NC(=O)N2c3c(OCC2)cc(-c2cnc(OC4CCC(C(=O)O)CC4)cc2)cc3)ccc(F)c1,FC(F)(F)c1c(NC(=O)N2c3c(OCC2)cc(-c2cnc(OC4CCC(C(=O)O)CC4)cc2)cc3)ccc(F)c1,Diacylglycerol acyltransferase (DGAT),7.070581,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3670340,O=C(O)C(COc1ncc(-c2cc3OCCN(C(=O)Nc4ccccc4)c3cc2)cc1)(C)C,O=C(O)C(COc1ncc(-c2cc3OCCN(C(=O)Nc4ccccc4)c3cc2)cc1)(C)C,Diacylglycerol acyltransferase (DGAT),6.8601208,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3670341,O=C(O)C(COc1ncc(-c2cc3OC(C)CN(C(=O)Nc4ccccc4)c3cc2)cc1)(C)C,O=C(O)C(COc1ncc(-c2cc3OC(C)CN(C(=O)Nc4ccccc4)c3cc2)cc1)(C)C,Diacylglycerol acyltransferase (DGAT),6.5951662,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3670342,Clc1cc(F)c(NC(=O)N2c3c(OC(CC)C2)cc(-c2cnc(OCC(C(=O)O)(C)C)cc2)cc3)cc1,Clc1cc(F)c(NC(=O)N2c3c(OC(CC)C2)cc(-c2cnc(OCC(C(=O)O)(C)C)cc2)cc3)cc1,Diacylglycerol acyltransferase (DGAT),6.9281182,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3670343,Clc1c(F)ccc(NC(=O)N2c3c(OC(C)C2)cc(-c2cnc(OCC(C(=O)O)(C)C)cc2)cc3)c1,Clc1c(F)ccc(NC(=O)N2c3c(OC(C)C2)cc(-c2cnc(OCC(C(=O)O)(C)C)cc2)cc3)c1,Diacylglycerol acyltransferase (DGAT),6.9244533,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3670344,O=C(O)C(COc1ncc(-c2cc3nc(C)cc(C(=O)Nc4c(CCC)cccc4)c3cc2)cc1)(C)C,O=C(O)C(COc1ncc(-c2cc3nc(C)cc(C(=O)Nc4c(CCC)cccc4)c3cc2)cc1)(C)C,Diacylglycerol acyltransferase (DGAT),6.5528421,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3670345,O=C(O)C(COc1ncc(-c2cc3OC(C)CN(C(=O)NCCCCCC)c3cc2)cc1)(C)C,O=C(O)C(COc1ncc(-c2cc3OC(C)CN(C(=O)NCCCCCC)c3cc2)cc1)(C)C,Diacylglycerol acyltransferase (DGAT),7.0604806,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3670346,Clc1cc(F)c(NC(=O)N2c3c(O[C@](C)C2)cc(-c2cnc(OCC(C(=O)O)(C)C)cc2)cc3)cc1,Clc1cc(F)c(NC(=O)N2c3c(OC(C)C2)cc(-c2cnc(OCC(C(=O)O)(C)C)cc2)cc3)cc1,Diacylglycerol acyltransferase (DGAT),6.8827286,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3653963,Clc1c(N=C2OC(c3ccc(C4CCC(CC(=O)O)CC4)cc3)=CN2)ccc(C(F)(F)F)c1,Clc1c(N=C2OC(c3ccc(C4CCC(CC(=O)O)CC4)cc3)=CN2)ccc(C(F)(F)F)c1,Diacylglycerol acyltransferase (DGAT),6.221849,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3657595,Clc1cc(N=C2OC(c3ccc(-c4ccc(CCC(=O)O)cc4)cc3)=CN2)ccc1,Clc1cc(N=C2OC(c3ccc(-c4ccc(CCC(=O)O)cc4)cc3)=CN2)ccc1,Diacylglycerol acyltransferase (DGAT),5.8538718,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3657596,Clc1cc(N=C2OC(c3ccc(C4=CCN(C(=O)CCC(=O)O)CC4)cc3)=CN2)ccc1,Clc1cc(N=C2OC(c3ccc(C4=CCN(C(=O)CCC(=O)O)CC4)cc3)=CN2)ccc1,Diacylglycerol acyltransferase (DGAT),4.9586072,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3657597,Clc1cc(N=C2NN=C(c3ccc(C(=O)NCCC(=O)O)cc3)C=C2)ccc1,Clc1cc(N=C2NN=C(c3ccc(C(=O)NCCC(=O)O)cc3)C=C2)ccc1,Diacylglycerol acyltransferase (DGAT),6.6382723,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3701234,FC(F)(F)c1c(C(=O)Nc2ccc(-c3ccc(C4COC(CC(=O)O)CC4)cc3)cc2)nc(C)o1,FC(F)(F)c1c(C(=O)Nc2ccc(-c3ccc(C4COC(CC(=O)O)CC4)cc3)cc2)nc(C)o1,Diacylglycerol acyltransferase (DGAT),5.8538718,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3701235,O=C(O)CC1OCC(c2ccc(-c3ccc(N=C4OC(C5CCC5)=NN4)cc3)cc2)CC1,O=C(O)CC1OCC(c2ccc(-c3ccc(N=C4OC(C5CCC5)=NN4)cc3)cc2)CC1,Diacylglycerol acyltransferase (DGAT),6.5086384,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3701236,O=C(O)CC1COC(c2ccc(-c3ccc(N=C4OC(C5CCC5)=NN4)cc3)cc2)CC1,O=C(O)CC1COC(c2ccc(-c3ccc(N=C4OC(C5CCC5)=NN4)cc3)cc2)CC1,Diacylglycerol acyltransferase (DGAT),7,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3898804,FC(F)(F)Oc1ccc(CNC(=O)c2nc3n(c2)C=C(c2ccc(C4CCC(CC(=O)O)CC4)cc2)C=C3)cc1,FC(F)(F)Oc1ccc(CNC(=O)c2nc3n(c2)C=C(c2ccc(C4CCC(CC(=O)O)CC4)cc2)C=C3)cc1,Diacylglycerol acyltransferase (DGAT),8,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3975150,FC(F)(F)c1ccc(NC(=O)c2nc3n(c2)C=C(c2ccc(C4CCC(CC(=O)O)CC4)cc2)C=C3)cc1,FC(F)(F)c1ccc(NC(=O)c2nc3n(c2)C=C(c2ccc(C4CCC(CC(=O)O)CC4)cc2)C=C3)cc1,Diacylglycerol acyltransferase (DGAT),8,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3904271,FC(F)(F)Oc1ccc(NC(=O)c2nc3n(c2)C=C(c2ccc(C4CCC(CC(=O)O)CC4)cc2)C=C3)cc1,FC(F)(F)Oc1ccc(NC(=O)c2nc3n(c2)C=C(c2ccc(C4CCC(CC(=O)O)CC4)cc2)C=C3)cc1,Diacylglycerol acyltransferase (DGAT),8,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3986561,FC(F)(F)c1ccc(CNC(=O)c2nc3n(c2)C=C(c2ccc(C4CCC(CC(=O)O)CC4)cc2)C=C3)cc1,FC(F)(F)c1ccc(CNC(=O)c2nc3n(c2)C=C(c2ccc(C4CCC(CC(=O)O)CC4)cc2)C=C3)cc1,Diacylglycerol acyltransferase (DGAT),6.8239088,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3913282,FC(F)(F)Oc1cc(NC(=O)c2nc3n(c2)C=C(c2ccc(C4CCC(CC(=O)O)CC4)cc2)C=C3)ccc1,FC(F)(F)Oc1cc(NC(=O)c2nc3n(c2)C=C(c2ccc(C4CCC(CC(=O)O)CC4)cc2)C=C3)ccc1,Diacylglycerol acyltransferase (DGAT),7,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3951406,FC(F)(F)c1cc(NC(=O)c2nc3n(c2)C=C(c2ccc(C4CCC(CC(=O)O)CC4)cc2)C=C3)ccc1,FC(F)(F)c1cc(NC(=O)c2nc3n(c2)C=C(c2ccc(C4CCC(CC(=O)O)CC4)cc2)C=C3)ccc1,Diacylglycerol acyltransferase (DGAT),7.124939,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3980342,FC(F)(F)Oc1cc(CNC(=O)c2nc3n(c2)C=C(c2ccc(C4CCC(CC(=O)O)CC4)cc2)C=C3)ccc1,FC(F)(F)Oc1cc(CNC(=O)c2nc3n(c2)C=C(c2ccc(C4CCC(CC(=O)O)CC4)cc2)C=C3)ccc1,Diacylglycerol acyltransferase (DGAT),6.7569618,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3968580,O=C(O)CC1CCC(c2ccc(C3=Cn4c(nc(C(=O)NCc5ccc(C(C)(C)C)cc5)c4)C=C3)cc2)CC1,O=C(O)CC1CCC(c2ccc(C3=Cn4c(nc(C(=O)NCc5ccc(C(C)(C)C)cc5)c4)C=C3)cc2)CC1,Diacylglycerol acyltransferase (DGAT),6.90309,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3939042,FC(F)(F)Oc1cc(CNC(=O)c2nc3n(c2)C=C(c2ccc(C4CCC(CC(=O)O)CC4)cc2)C=C3)c(F)cc1,FC(F)(F)Oc1cc(CNC(=O)c2nc3n(c2)C=C(c2ccc(C4CCC(CC(=O)O)CC4)cc2)C=C3)c(F)cc1,Diacylglycerol acyltransferase (DGAT),7.3010302,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3947698,FC(F)(F)Oc1c(F)ccc(CNC(=O)c2nc3n(c2)C=C(c2ccc(C4CCC(CC(=O)O)CC4)cc2)C=C3)c1,FC(F)(F)Oc1c(F)ccc(CNC(=O)c2nc3n(c2)C=C(c2ccc(C4CCC(CC(=O)O)CC4)cc2)C=C3)c1,Diacylglycerol acyltransferase (DGAT),7.124939,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3923387,FC(F)(F)c1c(F)cc(CNC(=O)c2nc3n(c2)C=C(c2ccc(C4CCC(CC(=O)O)CC4)cc2)C=C3)cc1,FC(F)(F)c1c(F)cc(CNC(=O)c2nc3n(c2)C=C(c2ccc(C4CCC(CC(=O)O)CC4)cc2)C=C3)cc1,Diacylglycerol acyltransferase (DGAT),7.3010302,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3964409,O=C(O)CC1CCC(c2ccc(C3=Cn4c(nc(C(=O)NCc5ccc(OC)cc5)c4)C=C3)cc2)CC1,O=C(O)CC1CCC(c2ccc(C3=Cn4c(nc(C(=O)NCc5ccc(OC)cc5)c4)C=C3)cc2)CC1,Diacylglycerol acyltransferase (DGAT),7.6020598,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3905096,Clc1c(F)ccc(NC(=O)c2nc3n(c2)C=C(c2ccc(C4CCC(CC(=O)O)CC4)cc2)C=C3)c1,Clc1c(F)ccc(NC(=O)c2nc3n(c2)C=C(c2ccc(C4CCC(CC(=O)O)CC4)cc2)C=C3)c1,Diacylglycerol acyltransferase (DGAT),7.5951662,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3947894,O=C(O)CC1CCC(c2ccc(C3=Cn4c(nc(C(=O)NCc5cc6OCOc6cc5)c4)C=C3)cc2)CC1,O=C(O)CC1CCC(c2ccc(C3=Cn4c(nc(C(=O)NCc5cc6OCOc6cc5)c4)C=C3)cc2)CC1,Diacylglycerol acyltransferase (DGAT),7.421361,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3930018,Clc1c(Cl)ccc(NC(=O)c2nc3n(c2)C=C(c2ccc(C4CCC(CC(=O)O)CC4)cc2)C=C3)c1,Clc1c(Cl)ccc(NC(=O)c2nc3n(c2)C=C(c2ccc(C4CCC(CC(=O)O)CC4)cc2)C=C3)c1,Diacylglycerol acyltransferase (DGAT),7.7495799,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
CHEMBL3975967,Clc1cc(NC(=O)c2nc3n(c2)C=C(c2ccc(C4CCC(CC(=O)O)CC4)cc2)C=C3)ccc1,Clc1cc(NC(=O)c2nc3n(c2)C=C(c2ccc(C4CCC(CC(=O)O)CC4)cc2)C=C3)ccc1,Diacylglycerol acyltransferase (DGAT),8.1549015,Diacylglycerol acyltransferase (DGAT),ChEMBL,,,
